cond,couple,dataset,frames,input,maskdistill,rel_rot,rel_tdir,rkd_sh_a,rkd_sh_d,scene,state
m2,5.98608721702476e-07,scannetpp,6+18+40+29+74+51+108+63,probe1,0.13602188229560852,0.00041125048301182687,0.0004919668426737189,4.562783578876406e-05,4.539867950370535e-05,7bc286c1b6,theta_rel
m3,6.324527930701151e-05,scannetpp,6+18+40+29+74+51+108+63,probe1,0.13474011421203613,0.0003917740541510284,0.00015781323600094765,0.00031789724016562104,7.818292215233669e-05,7bc286c1b6,theta_rel
clean,0.0006150511908344924,scannetpp,1+54+87+108+111+154+200+204,probe0,0.036956481635570526,0.0004164344572927803,0.0008865892887115479,0.0008949683979153633,4.416172487253789e-06,9071e139d9,theta0
m0,0.00020162439614068717,scannetpp,1+54+87+108+111+154+200+204,probe0,0.17607928812503815,0.001449959585443139,0.007900248281657696,0.007126201875507832,1.7214186300407164e-05,9071e139d9,theta0
m1,0.0016032279236242175,scannetpp,1+54+87+108+111+154+200+204,probe0,0.19182729721069336,0.0007531394949182868,0.016607940196990967,0.019520213827490807,0.00017148045299109071,9071e139d9,theta0
m2,0.00015759481175336987,scannetpp,1+54+87+108+111+154+200+204,probe0,0.1779952347278595,0.0006515737622976303,0.005659034010022879,0.0038300517480820417,2.132419467670843e-05,9071e139d9,theta0
m3,4.539873259545857e-07,scannetpp,1+54+87+108+111+154+200+204,probe0,0.18319690227508545,0.0004721200093626976,0.000726123689673841,9.654452878748998e-05,1.6625741409370676e-05,9071e139d9,theta0
clean,4.6850724174873903e-05,scannetpp,66+72+79+110+162+188+214+226,probe1,0.008698688820004463,8.006451935216319e-06,1.2248754501342773e-05,5.585558028542437e-06,3.787278546951711e-05,9071e139d9,theta0
m0,2.4787261736491928e-06,scannetpp,66+72+79+110+162+188+214+226,probe1,0.15448017418384552,0.00013562006643041968,0.00010628502059262246,1.0047881914942991e-05,4.3955587898381054e-05,9071e139d9,theta0
m1,9.208022788698145e-08,scannetpp,66+72+79+110+162+188+214+226,probe1,0.15810956060886383,0.0001641271956032142,0.00023370981216430664,0.00014129310147836804,1.910985156428069e-05,9071e139d9,theta0
m2,0.0002729643601924181,scannetpp,66+72+79+110+162+188+214+226,probe1,0.15600207448005676,0.00042326070251874626,0.00019292037177365273,0.00011245255882386118,6.367650712491013e-06,9071e139d9,theta0
m3,0.0011474380735307932,scannetpp,66+72+79+110+162+188+214+226,probe1,0.15821672976016998,0.00012947508366778493,0.0008664727210998535,0.0006971363327465951,0.00026098216767422855,9071e139d9,theta0
clean,0.0004964219988323748,scannetpp,1+54+87+108+111+154+200+204,probe0,0.03482506051659584,0.00030947825871407986,0.0005834301700815558,0.0007168682641349733,3.842370006168494e-06,9071e139d9,theta_base
m0,0.00014804366219323128,scannetpp,1+54+87+108+111+154+200+204,probe0,0.1698428988456726,0.00137430801987648,0.008195212110877037,0.00667575141415,1.5585063010803424e-05,9071e139d9,theta_base
m1,0.0008247668738476932,scannetpp,1+54+87+108+111+154+200+204,probe0,0.18522214889526367,0.0005505710723809898,0.00856588315218687,0.01130314078181982,0.0001230371417477727,9071e139d9,theta_base
m2,2.949458939838223e-05,scannetpp,1+54+87+108+111+154+200+204,probe0,0.17088152468204498,0.0006359864491969347,0.00360909104347229,0.0012580517213791609,1.872207758424338e-05,9071e139d9,theta_base
